instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
138007300,539091,CITL,CONSECUTIVE INVESTMENTS & TRAD,0,,0,0.01,1,EQ,BSE,BSE
138008580,539096,AANANDALAK,AANANDA LAKSHMI SPINNING MILLS,0,,0,0.01,1,EQ,BSE,BSE
138008836,539097,URSUGAR,UR SUGAR INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138012164,539110,NORTHLINK,NORTHLINK FISCAL AND CAPITAL S,0,,0,0.01,1,EQ,BSE,BSE
138012420,539111,SHESHAINDS,SHESHADRI INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138012676,539112,SAB,SAB INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
138012932,539113,PML,PAUL MERCHANTS,0,,0,0.05,1,EQ,BSE,BSE
138013444,539115,ALAN SCOTT,ALAN SCOTT INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138013956,539117,SUJALA,SUJALA TRADING & HOLDING,0,,0,0.01,1,EQ,BSE,BSE
138014212,539118,VRLLOG,VRL LOGISTICS,0,,0,0.05,1,EQ,BSE,BSE
138014468,539119,JAINMARMO,JAIN MARMO INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138014724,539120,BFFL,BANGALORE FORT FARMS,0,,0,0.01,1,EQ,BSE,BSE
138014980,539121,PALCO,PALCO METALS,0,,0,0.01,1,EQ,BSE,BSE
138015492,539123,VBIND,V B INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138015748,539124,SARVOTTAM,SURVOTTAM FINVEST,0,,0,0.01,1,EQ,BSE,BSE
138017796,539132,WARDWIZFBL,WARDWIZARD FOODS AND BEVERAGES,0,,0,0.01,1,EQ,BSE,BSE
138020100,539141,UFO,UFO MOVIEZ INDIA,0,,0,0.05,1,EQ,BSE,BSE
138020612,539143,PANTH,PANTH INFINITY,0,,0,0.01,1,EQ,BSE,BSE
138021892,539148,SHIVALIK,SHIVALIK RASAYAN,0,,0,0.05,1,EQ,BSE,BSE
138022148,539149,ICSL,INTEGRATED CAPITAL SERVICES LT,0,,0,0.01,1,EQ,BSE,BSE
138022404,539150,PNCINFRA,PNC INFRATECH,0,,0,0.05,1,EQ,BSE,BSE
138022660,539151,ARFIN,ARFIN INDIA,0,,0,0.01,1,EQ,BSE,BSE
138026756,539167,VLL,VIRAT LEASING,0,,0,0.01,1,EQ,BSE,BSE
138028548,539174,HELPAGE,HELPAGE FINLEASE,0,,0,0.01,1,EQ,BSE,BSE
138028804,539175,INDRAIND,INDRA INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138029060,539176,HAWAENG,HAWA ENGINEERS,0,,0,0.05,1,EQ,BSE,BSE
138029316,539177,AIIL,AUTHUM INVESTMENT & INFRASTRUC,0,,0,0.05,1,EQ,BSE,BSE
138032388,539189,ADHBHUTIN,ADHBHUT INFRASTRUCTURE,0,,0,0.01,1,EQ,BSE,BSE
138032644,539190,DFL,DECILLION FINANCE,0,,0,0.01,1,EQ,BSE,BSE
138033924,539195,POEL,POCL ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
138034180,539196,AEL,AMBA ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
138034692,539198,CAPFIN,CAPFIN INDIA,0,,0,0.05,1,EQ,BSE,BSE
138034948,539199,SGFIN,SG FINSERVE,0,,0,0.05,1,EQ,BSE,BSE
138035460,539201,SATIA,SATIA INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
138036740,539206,GVBL,GENOMIC VALLEY BIOTECH,0,,0,0.01,1,EQ,BSE,BSE
138039300,539216,GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,0,,0,0.01,1,EQ,BSE,BSE
138039556,539217,SRESTHA,SRESTHA FINVEST,0,,0,0.01,1,EQ,BSE,BSE
138039812,539218,SAUMYA,SAUMYA CONSULTANTS,0,,0,0.05,1,EQ,BSE,BSE
138040068,539219,MUL,MAURIA UDYOG,0,,0,0.01,1,EQ,BSE,BSE
138040324,539220,MISHKA,MISHKA EXIM,0,,0,0.01,1,EQ,BSE,BSE
138040580,539221,SPORTKING,SPORTKING INDIA,0,,0,0.05,1,EQ,BSE,BSE
138041860,539226,RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI,0,,0,0.01,1,EQ,BSE,BSE
138042116,539227,LOYAL,LOYAL EQUIPMENTS,0,,0,0.05,1,EQ,BSE,BSE
138042372,539228,GGPL,GALA GLOBAL PRODUCTS,0,,0,0.01,1,EQ,BSE,BSE
138042884,539230,CHEMIESYNT,CHEMIESYNTH (VAPI),0,,0,0.01,1,EQ,BSE,BSE
138046980,539246,JEL,JYOTIRGAMYA ENTERPRISES LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138048260,539251,BALKRISHNA,BALKRISHNA PAPER MILLS,0,,0,0.01,1,EQ,BSE,BSE
138048772,539253,SURYAINDIA,SURYA INDIA,0,,0,0.01,1,EQ,BSE,BSE
138049028,539254,ADANIENSOL,ADANI ENERGY SOLUTIONS,0,,0,0.05,1,EQ,BSE,BSE
138049284,539255,STARDELTA,STAR DELTA TRANSFORMERS LIMITE,0,,0,0.05,1,EQ,BSE,BSE
138052356,539267,SAMSRITA,SAMSRITA LABS,0,,0,0.01,1,EQ,BSE,BSE
138052612,539268,SYNGENE,SYNGENE INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
138054404,539275,MSL,MANGALAM SEEDS,0,,0,0.05,1,EQ,BSE,BSE
138054660,539276,KAYA,KAYA,0,,0,0.05,1,EQ,BSE,BSE
138054916,539277,ALSTONE,ALSTONE TEXTILES (INDIA),0,,0,0.01,1,EQ,BSE,BSE
138055172,539278,SYMBIOX,SYMBIOX INVESTMENT & TRADING C,0,,0,0.01,1,EQ,BSE,BSE
138057476,539287,ORTINLAB,ORTIN LABORATORIES,0,,0,0.01,1,EQ,BSE,BSE
138057732,539288,AVI,AVI POLYMERS,0,,0,0.01,1,EQ,BSE,BSE
138057988,539289,AURUM,AURUM PROPTECH,0,,0,0.05,1,EQ,BSE,BSE
138058244,539290,OSWALGREEN,OSWAL GREENTECH,0,,0,0.01,1,EQ,BSE,BSE
138058500,539291,VASUDHAGAM,VASUDHAGAMA ENTERPRISES LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138060804,539300,AKSPINTEX,A.K. SPINTEX,0,,0,0.05,1,EQ,BSE,BSE
138061060,539301,ARVSMART,ARVIND SMARTSPACES,0,,0,0.05,1,EQ,BSE,BSE
138061316,539302,POWERMECH,POWER MECH PROJECTS,0,,0,0.05,1,EQ,BSE,BSE
138063108,539309,RAMASTEEL,RAMA STEEL TUBES,0,,0,0.01,1,EQ,BSE,BSE
138063364,539310,THINKINK,THINKINK PICTUREZ,0,,0,0.01,1,EQ,BSE,BSE
138063876,539312,UTISENSETF,UTI BSE SENSEX ETF,0,,0,0.01,1,EQ,BSE,BSE
138064132,539313,UTINIFTETF,UTI MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138064388,539314,UNIAUTO,UNIVERSAL AUTOFOUNDRY,0,,0,0.05,1,EQ,BSE,BSE
138068740,539331,VETO,VETO SWITCHGEARS AND CABLES LI,0,,0,0.05,1,EQ,BSE,BSE
138068996,539332,NAVKARCORP,NAVKAR CORPORATION,0,,0,0.01,1,EQ,BSE,BSE
138069508,539334,SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERT,0,,0,0.05,1,EQ,BSE,BSE
138070020,539336,GUJGASLTD,GUJARAT GAS,0,,0,0.05,1,EQ,BSE,BSE
138072580,539346,SADBHIN,SADBHAV INFRASTRUCTURE PROJECT,0,,0,0.01,1,EQ,BSE,BSE
138074372,539353,SALAUTO,SAL AUTOMOTIVE,0,,0,0.05,1,EQ,BSE,BSE
138074628,539354,POLYSPIN,POLYSPIN EXPORTS,0,,0,0.01,1,EQ,BSE,BSE
138075908,539359,PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138080772,539378,SML,SONI MEDICARE,0,,0,0.01,1,EQ,BSE,BSE
138082308,539384,KRISHNACAP,KRISHNA CAPITAL AND SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
138084612,539393,KCL,KABRA COMMERCIAL,0,,0,0.01,1,EQ,BSE,BSE
138085892,539398,VISHALBL,VISHAL BEARINGS,0,,0,0.05,1,EQ,BSE,BSE
138086148,539399,BELLACASA,BELLA CASA FASHION & RETAIL LI,0,,0,0.05,1,EQ,BSE,BSE
138086404,539400,MALLCOM,MALLCOM (INDIA),0,,0,0.05,1,EQ,BSE,BSE
138087428,539404,SATIN,SATIN CREDITCARE NETWORK LIMIT,0,,0,0.05,1,EQ,BSE,BSE
138087684,539405,DITCO,DECOROUS INVESTMENT AND TRADIN,0,,0,0.01,1,EQ,BSE,BSE
138087940,539406,SWAGTAM,SWAGATAM TRADING & SERVICES LI,0,,0,0.01,1,EQ,BSE,BSE
138088196,539407,GENCON,GENERIC ENGINEERING CONSTRUCTI,0,,0,0.01,1,EQ,BSE,BSE
138088452,539408,KUBERJI,KUBER UDYOG,0,,0,0.01,1,EQ,BSE,BSE
138088708,539409,NEERAJ,NEERAJ PAPER MARKETING,0,,0,0.01,1,EQ,BSE,BSE
138093572,539428,TEJNAKSH,TEJNAKSH HEALTHCARE,0,,0,0.01,1,EQ,BSE,BSE
138095108,539434,BRIPORT,BRILLIANT PORTFOLIOS,0,,0,0.01,1,EQ,BSE,BSE
138095364,539435,RFSL,RICHFIELD FINANCIAL SERVICES L,0,,0,0.01,1,EQ,BSE,BSE
138095620,539436,COFFEEDAY,COFFEE DAY ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
138095876,539437,IDFCFIRSTB,IDFC FIRST BANK,0,,0,0.01,1,EQ,BSE,BSE
138098436,539447,BEARDSELL,BEARDSELL,0,,0,0.01,1,EQ,BSE,BSE
138098692,539448,INDIGO,INTERGLOBE AVIATION,0,,0,0.05,1,EQ,BSE,BSE
138098948,539449,IGCIL,IGC INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138099204,539450,SHK,S H KELKAR AND COMPANY,0,,0,0.05,1,EQ,BSE,BSE
138103812,539468,TFSL,TYPHOON FINANCIAL SERVICES LIM,0,,0,0.01,1,EQ,BSE,BSE
138104068,539469,PANORAMA,PANORAMA STUDIOS INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
138104324,539470,SHREEGANES,SHREE GANESH BIOTECH (INDIA) L,0,,0,0.01,1,EQ,BSE,BSE
138106628,539479,GTV,GTV ENGINEERING,0,,0,0.05,1,EQ,BSE,BSE
138106884,539480,LICNETFN50,LIC MF EXHGE TRADED FUND-NIFTY,0,,0,0.01,1,EQ,BSE,BSE
138108676,539487,LICNETFSEN,LIC MF EXCHNG TRADED FUND-SENS,0,,0,0.01,1,EQ,BSE,BSE
138108932,539488,TFLL,TIRUPATI FIN-LEASE,0,,0,0.01,1,EQ,BSE,BSE
138109956,539492,GARBIFIN,GARBI FINVEST,0,,0,0.01,1,EQ,BSE,BSE
138110468,539494,SMARTFIN,SMART FINSEC,0,,0,0.01,1,EQ,BSE,BSE
138110724,539495,RAJKOTINV,RAJKOT INVESTMENT TRUST LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138113540,539506,ADCON,ADCON CAPITAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
138115844,539515,QUINT,QUINT DIGITAL,0,,0,0.01,1,EQ,BSE,BSE
138116100,539516,HDFCNIFTY,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138116356,539517,HDFCSENSEX,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138116612,539518,UDAYJEW,UDAY JEWELLERY INDUSTRIES LIMI,0,,0,0.05,1,EQ,BSE,BSE
138117636,539522,GROVY,GROVY INDIA,0,,0,0.05,1,EQ,BSE,BSE
138117892,539523,ALKEM,ALKEM LABORATORIES,0,,0,0.05,1,EQ,BSE,BSE
138118148,539524,LALPATHLAB,DR. LAL PATHLABS,0,,0,0.05,1,EQ,BSE,BSE
138118660,539526,SCTL,SUNCARE TRADERS,0,,0,0.01,1,EQ,BSE,BSE
138118916,539527,CREATIVE,CREATIVE CASTINGS,0,,0,0.05,1,EQ,BSE,BSE
138119172,539528,AAYUSH,AAYUSH FOOD AND HERBS,0,,0,0.05,1,EQ,BSE,BSE
138120452,539533,ELITECON,ELITECON INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
138122756,539542,LUXIND,LUX INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
138123012,539543,VALLEY,VALLEY MAGNESITE COMPANY LIMIT,0,,0,0.01,1,EQ,BSE,BSE
138123268,539544,ABHIINFRA,ABHISHEK INFRAVENTURES,0,,0,0.01,1,EQ,BSE,BSE
138123524,539545,APOORVA,APOORVA LEASING FINANCE & INVE,0,,0,0.01,1,EQ,BSE,BSE
138123780,539546,BNL,BEEKAY NIRYAT,0,,0,0.01,1,EQ,BSE,BSE
138125060,539551,NH,NARAYANA HRUDAYALAYA,0,,0,0.05,1,EQ,BSE,BSE
138125316,539552,FMEC,F MEC INTERNATIONAL FINANCIAL,0,,0,0.05,1,EQ,BSE,BSE
138127108,539559,DDIL,DEEP DIAMOND INDIA,0,,0,0.01,1,EQ,BSE,BSE
138127364,539560,ABHIJIT,ABHIJIT TRADING CO.,0,,0,0.01,1,EQ,BSE,BSE
138127620,539561,REMLIFE,REMEDIUM LIFECARE,0,,0,0.01,1,EQ,BSE,BSE
138127876,539562,AARNAV,AARNAV FASHIONS,0,,0,0.01,1,EQ,BSE,BSE
138130948,539574,SCL,SUNSHINE CAPITAL,0,,0,0.01,1,EQ,BSE,BSE
138133508,539584,SIPTL,SHARANAM INFRAPROJECT AND TRAD,0,,0,0.01,1,EQ,BSE,BSE
138135812,539593,SHIVA,SHIVANSH FINSERV,0,,0,0.01,1,EQ,BSE,BSE
138136068,539594,MISHTANN,MISHTANN FOODS,0,,0,0.01,1,EQ,BSE,BSE
138136580,539596,DELTA,DELTA INDUSTRIAL RESOURCES LIM,0,,0,0.01,1,EQ,BSE,BSE
138137092,539598,CGFL,CREDENT GLOBAL FINANCE,0,,0,0.05,1,EQ,BSE,BSE
138137348,539599,KEL,KOTIA ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
138139396,539607,BLUECLOUDS,BLUE CLOUD SOFTECH SOLUTIONS L,0,,0,0.01,1,EQ,BSE,BSE
138142724,539620,KEIL,KANORIA ENERGY & INFRASTRUCTUR,0,,0,0.01,1,EQ,BSE,BSE
138142980,539621,BCLENTERPR,BCL ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
138146820,539636,PRECAM,PRECISION CAMSHAFTS,0,,0,0.05,1,EQ,BSE,BSE
138152452,539658,TEAMLEASE,TEAMLEASE SERVICES,0,,0,0.05,1,EQ,BSE,BSE
138152964,539660,BESTAGRO,BEST AGROLIFE,0,,0,0.05,1,EQ,BSE,BSE
138153220,539661,ACEMEN,ACE MEN ENGG WORKS,0,,0,0.01,1,EQ,BSE,BSE
138153476,539662,BFLAFL,BFL ASSET FINVEST,0,,0,0.01,1,EQ,BSE,BSE
138155268,539669,RGF,RGF CAPITAL MARKETS,0,,0,0.01,1,EQ,BSE,BSE
138157572,539678,QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITE,0,,0,0.05,1,EQ,BSE,BSE
138157828,539679,KAPILRAJ,KAPIL RAJ FINANCE,0,,0,0.01,1,EQ,BSE,BSE
138158340,539681,DAL,DYNAMIC ARCHISTRUCTURES LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138158852,539683,SHIVKAMAL,SHIVKAMAL IMPEX,0,,0,0.01,1,EQ,BSE,BSE
138159620,539686,KPEL,K.P. ENERGY,0,,0,0.05,1,EQ,BSE,BSE
138161156,539692,IFINSER,INTERACTIVE FINANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
138162436,539697,HILIKS,HILIKS TECHNOLOGIES,0,,0,0.01,1,EQ,BSE,BSE
138169604,539725,GOKULAGRO,GOKUL AGRO RESOURCES,0,,0,0.05,1,EQ,BSE,BSE
138170884,539730,FREDUN,FREDUN PHARMACEUTICALS,0,,0,0.05,1,EQ,BSE,BSE
138178820,539761,VKAL,VANTAGE KNOWLEDGE ACADEMY LIMI,0,,0,0.05,1,EQ,BSE,BSE
138179076,539762,MEAPL,MODERN ENGINEERING AND PROJECT,0,,0,0.05,1,EQ,BSE,BSE
138180356,539767,MNIL,MEGA NIRMAN & INDUSTRIES LIMIT,0,,0,0.01,1,EQ,BSE,BSE
138181124,539770,DARJEELING,DARJEELING ROPEWAY COMPANY LIM,0,,0,0.01,1,EQ,BSE,BSE
138181892,539773,ADVIKCA,ADVIK CAPITAL,0,,0,0.01,1,EQ,BSE,BSE
138184708,539784,LICNFNHGP,LIC MF EXHNGE TRADED FUND NIFT,0,,0,0.01,1,EQ,BSE,BSE
138184964,539785,PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138185476,539787,HCG,HEALTHCARE GLOBAL ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
138188292,539798,UMIYA,UMIYA TUBES,0,,0,0.01,1,EQ,BSE,BSE
138188548,539799,BHARATWIRE,BHARAT WIRE ROPES,0,,0,0.05,1,EQ,BSE,BSE
138188804,539800,CHDCHEM,CHD CHEMICALS,0,,0,0.01,1,EQ,BSE,BSE
138190596,539807,INFIBEAM,INFIBEAM AVENUES,0,,0,0.01,1,EQ,BSE,BSE
138192388,539814,LELAVOIR,LE LAVOIR,0,,0,0.05,1,EQ,BSE,BSE
138193668,539819,MUDRA,MUDRA FINANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
138197508,539834,BALGOPAL,BALGOPAL COMMERCIAL,0,,0,0.01,1,EQ,BSE,BSE
138197764,539835,SUPERIOR,SUPERIOR FINLEASE,0,,0,0.01,1,EQ,BSE,BSE
138198276,539837,RPEL,RAGHAV PRODUCTIVITY ENHANCERS,0,,0,0.05,1,EQ,BSE,BSE
138199300,539841,LANCER,LANCER CONTAINER LINES,0,,0,0.01,1,EQ,BSE,BSE
138199812,539843,NINSYS,NINTEC SYSTEMS,0,,0,0.05,1,EQ,BSE,BSE
138202628,539854,HALDER,HALDER VENTURE,0,,0,0.05,1,EQ,BSE,BSE
138206980,539871,THYROCARE,THYROCARE TECHNOLOGIES,0,,0,0.05,1,EQ,BSE,BSE
138207236,539872,BAJAJHCARE,BAJAJ HEALTHCARE,0,,0,0.05,1,EQ,BSE,BSE
138208004,539875,RSDFIN,RSD FINANCE,0,,0,0.01,1,EQ,BSE,BSE
138208260,539876,CROMPTON,CROMPTON GREAVES CONSUMER ELEC,0,,0,0.05,1,EQ,BSE,BSE
138210052,539883,PILANIINVS,PILANI INVESTMENT AND INDUSTRI,0,,0,0.05,1,EQ,BSE,BSE
138210308,539884,DARSHANORNA,DARSHAN ORNA,0,,0,0.01,1,EQ,BSE,BSE
138211588,539889,PARAGMILK,PARAG MILK FOODS,0,,0,0.05,1,EQ,BSE,BSE
138212868,539894,MADHAVIPL,MADHAV INFRA PROJECTS,0,,0,0.01,1,EQ,BSE,BSE
138218756,539917,NAGAFERT,NAGARJUNA FERTILIZERS AND CHEM,0,,0,0.01,1,EQ,BSE,BSE
138219780,539921,SEIL,SHANTI EDUCATIONAL INITIATIVES,0,,0,0.01,1,EQ,BSE,BSE
138221316,539927,LIKHAMI,LIKHAMI CONSULTING,0,,0,0.05,1,EQ,BSE,BSE
138224132,539938,MIL,MEDICO INTERCONTINENTAL LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138224388,539939,YASHCHEM,YASH CHEMEX,0,,0,0.01,1,EQ,BSE,BSE
138225924,539945,NV20IETF,ICICI PRUDENTIAL NV20 ETF,0,,0,0.01,1,EQ,BSE,BSE
138226180,539946,BAZELINTER,BAZEL INTERNATIONAL,0,,0,0.01,1,EQ,BSE,BSE
138226436,539947,JLL,JINDAL LEASEFIN,0,,0,0.01,1,EQ,BSE,BSE
138228740,539956,TAALENT,TAAL ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
138228996,539957,MGL,MAHANAGAR GAS,0,,0,0.05,1,EQ,BSE,BSE
138230532,539963,ZEAL,ZEAL AQUA,0,,0,0.01,1,EQ,BSE,BSE
138234372,539978,QUESS,QUESS CORP,0,,0,0.05,1,EQ,BSE,BSE
138234884,539980,MIDSELIETF,ICICI PRUDENTIAL MIDCAP SELECT,0,,0,0.01,1,EQ,BSE,BSE
138235908,539984,HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,0,,0,0.05,1,EQ,BSE,BSE
138236420,539986,COMSYN,COMMERCIAL SYN BAGS,0,,0,0.01,1,EQ,BSE,BSE
138237700,539991,CFEL,CONFIDENCE FUTURISTIC ENERGETE,0,,0,0.05,1,EQ,BSE,BSE
138237956,539992,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMIT,0,,0,0.01,1,EQ,BSE,BSE
138239236,539997,KPL,KWALITY PHARMACEUTICALS LIMITE,0,,0,0.05,1,EQ,BSE,BSE
138241284,540005,LTIM,LTIMINDTREE,0,,0,0.05,1,EQ,BSE,BSE
138241540,540006,EASTWEST,EAST WEST HOLDINGS,0,,0,0.01,1,EQ,BSE,BSE
138242052,540008,BSLSENETFG,ADITYA BIRLA SUN LIFE MUTUAL F,0,,0,0.01,1,EQ,BSE,BSE
138246404,540025,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES L,0,,0,0.05,1,EQ,BSE,BSE
138246660,540026,LAHL,LADAM AFFORTABLE HOUSING LIMIT,0,,0,0.01,1,EQ,BSE,BSE
138252036,540047,DBL,DILIP BUILDCON,0,,0,0.05,1,EQ,BSE,BSE
138252292,540048,SPAL,S.P. APPARELS,0,,0,0.05,1,EQ,BSE,BSE
138255620,540061,BIGBLOC,BIGBLOC CONSTRUCTION,0,,0,0.05,1,EQ,BSE,BSE
138255876,540062,GOLDENCREST,GOLDEN CREST EDUCATION & SERVI,0,,0,0.01,1,EQ,BSE,BSE
138256132,540063,ECS,ECS BIZTECH,0,,0,0.01,1,EQ,BSE,BSE
138256644,540065,RBLBANK,RBL BANK,0,,0,0.05,1,EQ,BSE,BSE
138256900,540066,AMS,AMS POLYMERS,0,,0,0.01,1,EQ,BSE,BSE
138258692,540073,BLS,BLS INTERNATIONAL SERVICES,0,,0,0.05,1,EQ,BSE,BSE
138259972,540078,MITSU,MITSU CHEM PLAST,0,,0,0.05,1,EQ,BSE,BSE
138260228,540079,SPRAYKING,SPRAYKING,0,,0,0.01,1,EQ,BSE,BSE
138260484,540080,DHATRE,DHATRE UDYOG,0,,0,0.01,1,EQ,BSE,BSE
138264836,540097,VISCO,VISCO TRADE ASSOCIATES,0,,0,0.05,1,EQ,BSE,BSE
138269444,540115,LTTS,L&T TECHNOLOGY SERVICES LIMITE,0,,0,0.05,1,EQ,BSE,BSE
138271748,540124,GNA,G N A AXLES,0,,0,0.05,1,EQ,BSE,BSE
138272004,540125,RADHIKAJWE,RADHIKA JEWELTECH,0,,0,0.01,1,EQ,BSE,BSE
138273796,540132,SIIL,SABRIMALA INDUSTRIES INDIA LIM,0,,0,0.01,1,EQ,BSE,BSE
138274052,540133,ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANC,0,,0,0.05,1,EQ,BSE,BSE
138274308,540134,IISL,ISHAAN INFRASTRUCTURE AND SHEL,0,,0,0.01,1,EQ,BSE,BSE
138274564,540135,ARCFIN,ARC FINANCE,0,,0,0.01,1,EQ,BSE,BSE
138274820,540136,HPL,HPL ELECTRIC & POWER,0,,0,0.05,1,EQ,BSE,BSE
138276612,540143,SAGARSOFT,SAGARSOFT (INDIA),0,,0,0.05,1,EQ,BSE,BSE
138277124,540145,VALIANTORG,VALIANT ORGANICS,0,,0,0.05,1,EQ,BSE,BSE
138277636,540147,SHASHIJIT,SHASHIJIT INFRAPROJECTS LIMITE,0,,0,0.01,1,EQ,BSE,BSE
138279172,540153,ENDURANCE,ENDURANCE TECHNOLOGIES,0,,0,0.05,1,EQ,BSE,BSE
138279428,540154,IDFSENSEXE,BANDHAN MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138280708,540159,PURPLE,PURPLE ENTERTAINMENT,0,,0,0.01,1,EQ,BSE,BSE
138283012,540168,SUPRAPFSL,SUPRA PACIFIC FINANCIAL SERVIC,0,,0,0.01,1,EQ,BSE,BSE
138284292,540173,PNBHOUSING,PNB HOUSING FINANCE,0,,0,0.05,1,EQ,BSE,BSE
138284548,540174,SOUTHERNIN,SOUTHERN INFOSYS,0,,0,0.01,1,EQ,BSE,BSE
138284804,540175,REGENCY,REGENCY FINCORP,0,,0,0.01,1,EQ,BSE,BSE
138286084,540180,VBL,VARUN BEVERAGES,0,,0,0.05,1,EQ,BSE,BSE
138286340,540181,SALEM,SALEM ERODE INVESTMENTS,0,,0,0.01,1,EQ,BSE,BSE
138288644,540190,FRANKLININD,FRANKLIN INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138289156,540192,LKPSEC,LKP SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
138290692,540198,OSIAJEE,OSIAJEE TEXFAB,0,,0,0.01,1,EQ,BSE,BSE
138290948,540199,CMBL,CORPORATE MERCHANT BANKERS LIM,0,,0,0.01,1,EQ,BSE,BSE
138291972,540203,SFL,SHEELA FOAM,0,,0,0.05,1,EQ,BSE,BSE
138292228,540204,EIKO,EIKO LIFESCIENCES,0,,0,0.01,1,EQ,BSE,BSE
138292484,540205,AVL,ADITYA VISION,0,,0,0.05,1,EQ,BSE,BSE
138294276,540212,TCIEXP,TCI EXPRESS,0,,0,0.05,1,EQ,BSE,BSE
138296580,540221,SHASHANK,SHASHANK TRADERS,0,,0,0.01,1,EQ,BSE,BSE
138296836,540222,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,BSE,BSE
138302212,540243,NEWLIGHT,NEW LIGHT APPARELS LIMTED,0,,0,0.01,1,EQ,BSE,BSE
138304516,540252,VSL,VEERAM SECURITIES,0,,0,0.01,1,EQ,BSE,BSE
138305028,540254,MTPL,MARG TECHNO PROJECTS,0,,0,0.01,1,EQ,BSE,BSE
138306308,540259,SHANGAR,SHANGAR DECOR,0,,0,0.01,1,EQ,BSE,BSE
138308356,540267,FLORACORP,FLORA CORPORATION,0,,0,0.01,1,EQ,BSE,BSE
138308612,540268,TRU,TRUCAP FINANCE,0,,0,0.01,1,EQ,BSE,BSE
138309124,540270,RAIDEEPIND,RAIDEEP INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138315012,540293,PRICOLLTD,PRICOL,0,,0,0.05,1,EQ,BSE,BSE
138319364,540310,CFL,CLASSIC FILAMENTS,0,,0,0.01,1,EQ,BSE,BSE
138319620,540311,JITFINFRA,JITF INFRALOGISTICS,0,,0,0.05,1,EQ,BSE,BSE
138321412,540318,SUERYAAKNI,SUERYAA KNITWEAR,0,,0,0.01,1,EQ,BSE,BSE
138331908,540359,PARMAX,PARMAX PHARMA,0,,0,0.01,1,EQ,BSE,BSE
138332164,540360,LLFICL,LEADING LEASING FINANCE AND IN,0,,0,0.01,1,EQ,BSE,BSE
138332420,540361,DANUBE,DANUBE INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
138333700,540366,RADIOCITY,MUSIC BROADCAST,0,,0,0.01,1,EQ,BSE,BSE
138336260,540376,DMART,AVENUE SUPERMARTS,0,,0,0.05,1,EQ,BSE,BSE
138338820,540386,ONTIC,ONTIC FINSERVE,0,,0,0.01,1,EQ,BSE,BSE
